defect_id,production_id,defect_type,defect_quantity,inspection_date
32656,72805,Alignment Issue,46.0,2025-05-23
32657,77038,Alignment Issue,18.0,2024-05-18
32658,61732,Color Mismatch,16.0,2025-05-09
32659,98892,Material Fault,8.0,2025-03-08
32660,79,Alignment Issue,38.0,2024-11-30
32661,72823,Color Mismatch,14.0,2025-06-04
32662,85184,Color Mismatch,49.0,2025-04-08
32663,7587,Crack,11.0,2024-10-17
32664,55474,Material Fault,15.0,2025-04-24
32665,29095,Color Mismatch,34.0,2024-08-26
32666,9304,Crack,33.0,2024-08-29
32667,83325,Color Mismatch,40.0,2024-03-14
32668,97677,Color Mismatch,42.0,2024-03-13
32669,22216,Alignment Issue,42.0,2025-07-31
32670,7259,Alignment Issue,43.0,2025-03-25
32671,83260,Color Mismatch,10.0,2025-08-15
32672,86172,Material Fault,48.0,2025-12-29
32673,46175,Color Mismatch,47.0,2024-05-30
32674,2628,Crack,17.0,2024-11-28
32675,97274,Color Mismatch,,2024-07-04
32676,12978,Crack,40.0,2025-02-06
32677,3020,Color Mismatch,49.0,2025-04-25
32678,44087,Alignment Issue,49.0,2024-06-04
32679,18884,Alignment Issue,20.0,2024-06-30
32680,43523,Crack,7.0,2024-05-10
32681,73782,Alignment Issue,45.0,2025-12-22
32682,92822,Crack,28.0,2024-02-26
32683,60038,Color Mismatch,6.0,2026-02-12
32684,81009,Color Mismatch,10.0,2024-09-04
32685,34529,Alignment Issue,49.0,2025-07-25
32686,16332,Material Fault,35.0,2025-06-17
32687,95984,Color Mismatch,28.0,2025-05-19
32688,95747,Crack,40.0,2024-12-13
32689,32009,Crack,14.0,2024-10-20
32690,11626,Crack,49.0,2025-05-08
32691,51101,Alignment Issue,30.0,2025-01-30
32692,19745,Alignment Issue,1.0,2024-08-23
32693,95229,Material Fault,20.0,2025-03-26
32694,60214,Crack,41.0,2025-03-07
32695,64729,Color Mismatch,44.0,2025-02-16
32696,71971,Crack,44.0,2024-08-19
32697,79652,Material Fault,39.0,2024-10-22
32698,37576,Color Mismatch,44.0,2026-01-11
32699,69154,Material Fault,49.0,2025-12-17
32700,72107,Material Fault,20.0,2024-11-16
32701,29730,Color Mismatch,12.0,2024-12-04
32702,52152,Material Fault,10.0,2025-03-27
32703,19223,Color Mismatch,13.0,2025-10-06
32704,79297,Alignment Issue,25.0,2024-11-10
32705,32770,Crack,48.0,2024-04-03
32706,63574,Color Mismatch,44.0,2024-08-11
32707,48356,Alignment Issue,30.0,2025-08-15
32708,63182,Material Fault,25.0,2024-10-04
32709,22466,Material Fault,34.0,2025-08-07
32710,20148,Material Fault,9.0,2025-04-23
32711,14767,Alignment Issue,13.0,2024-06-04
32712,79293,Crack,40.0,2024-08-09
32713,45750,Crack,10.0,2024-02-28
32714,81490,Crack,44.0,2024-11-30
32715,69068,Alignment Issue,22.0,2025-04-24
32716,2111,Color Mismatch,49.0,2025-10-09
32717,40172,Crack,35.0,2025-06-22
32718,88903,Crack,3.0,2024-09-02
32719,26296,Crack,35.0,2025-04-26
32720,63531,Material Fault,47.0,2025-10-31
32721,33161,Color Mismatch,7.0,2025-12-28
32722,5481,Crack,37.0,2024-07-14
32723,34734,Color Mismatch,2.0,2025-06-22
32724,80660,Material Fault,6.0,2026-01-11
32725,83468,Alignment Issue,28.0,2024-12-04
32726,19567,Color Mismatch,27.0,2024-04-22
32727,25169,Color Mismatch,21.0,2024-11-03
32728,25217,Alignment Issue,30.0,2024-08-01
32729,86898,Color Mismatch,2.0,2025-01-25
32730,21424,Material Fault,32.0,2025-08-24
32731,15053,Alignment Issue,43.0,2025-07-25
32732,74681,Color Mismatch,3.0,2025-07-22
32733,55475,Alignment Issue,29.0,2024-07-13
32734,58826,Alignment Issue,13.0,2025-08-13
32735,22802,Material Fault,33.0,2025-05-21
32736,12619,Crack,4.0,2025-09-22
32737,30779,Material Fault,12.0,2024-12-14
32738,71048,Color Mismatch,27.0,2025-09-03
32739,72511,Alignment Issue,49.0,2025-11-16
32740,13091,Color Mismatch,37.0,2025-04-17
32741,78436,Crack,18.0,2025-07-09
32742,83328,Crack,19.0,2025-09-14
32743,36303,Crack,32.0,2025-09-08
32744,96706,Material Fault,36.0,2025-05-31
32745,15685,Material Fault,,2024-04-29
32746,88017,Material Fault,45.0,2024-07-08
32747,38667,Material Fault,2.0,2025-05-11
32748,72865,Color Mismatch,14.0,2026-02-21
32749,34942,Color Mismatch,24.0,2025-04-26
32750,45606,Color Mismatch,,2024-09-29
32751,96889,Crack,20.0,2024-07-30
32752,94207,Crack,38.0,2025-01-20
32753,23960,Color Mismatch,13.0,2024-05-20
32754,87077,Color Mismatch,42.0,2025-06-08
32755,7878,Crack,39.0,2025-03-23
32756,52592,Alignment Issue,36.0,2025-09-27
32757,46623,Color Mismatch,49.0,2024-03-17
32758,56843,Material Fault,12.0,2025-04-17
32759,9728,Material Fault,1.0,2025-08-10
32760,11266,Color Mismatch,17.0,2025-08-30
32761,53790,Alignment Issue,24.0,2024-04-10
32762,70178,Color Mismatch,26.0,2025-08-24
32763,55664,Alignment Issue,32.0,2024-12-04
32764,50539,Alignment Issue,46.0,2024-09-09
32765,22629,Alignment Issue,26.0,2024-05-26
32766,43907,Crack,44.0,2024-04-29
32767,40063,Crack,27.0,2024-05-04
32768,15559,Material Fault,6.0,2025-03-12
32769,36503,Crack,44.0,2025-02-14
32770,7270,Color Mismatch,26.0,2024-07-28
32771,56428,Crack,27.0,2025-10-02
32772,74251,Alignment Issue,30.0,2024-06-14
32773,69116,Color Mismatch,49.0,2025-05-14
32774,53418,Alignment Issue,6.0,2025-02-27
32775,28720,Material Fault,40.0,2025-08-06
32776,53670,Alignment Issue,33.0,2024-09-19
32777,16905,Color Mismatch,6.0,2025-11-27
32778,47628,Crack,25.0,2024-06-01
32779,49714,Alignment Issue,26.0,2025-08-03
32780,73865,Material Fault,13.0,2024-12-13
32781,9105,Material Fault,40.0,2025-02-06
32782,40380,Material Fault,3.0,2024-03-15
32783,83538,Alignment Issue,5.0,2025-03-21
32784,89450,Color Mismatch,46.0,2025-11-30
32785,13289,Crack,34.0,2024-07-12
32786,22897,Material Fault,27.0,2025-08-15
32787,76122,Alignment Issue,44.0,2024-06-13
32788,42328,Material Fault,48.0,2024-05-29
32789,72402,Crack,33.0,2026-02-04
32790,78197,Material Fault,18.0,2026-01-04
32791,42482,Color Mismatch,27.0,2025-08-24
32792,23101,Material Fault,38.0,2024-10-26
32793,69732,Color Mismatch,12.0,2025-10-26
32794,35434,Crack,4.0,2024-09-01
32795,87311,Crack,10.0,2026-02-10
32796,45992,Crack,37.0,2025-01-11
32797,93885,Material Fault,21.0,2025-11-06
32798,36693,Alignment Issue,49.0,2024-05-06
32799,50532,Alignment Issue,24.0,2024-06-22
32800,52378,Alignment Issue,15.0,2024-05-15
32801,66532,Material Fault,46.0,2025-11-03
32802,47993,Color Mismatch,44.0,2024-05-30
32803,21257,Material Fault,31.0,2025-09-06
32804,90307,Material Fault,48.0,2025-01-07
32805,34750,Crack,14.0,2024-04-19
32806,58441,Color Mismatch,48.0,2024-09-22
32807,73036,Alignment Issue,,2025-08-05
32808,38541,Material Fault,9.0,2025-03-18
32809,2037,Material Fault,43.0,2025-08-19
32810,59097,Alignment Issue,31.0,2026-01-31
32811,2716,Material Fault,49.0,2024-05-01
32812,75179,Color Mismatch,18.0,2024-06-27
32813,20332,Material Fault,45.0,2024-11-23
32814,99881,Color Mismatch,15.0,2024-03-25
32815,36095,Crack,9.0,2025-08-26
32816,99055,Material Fault,28.0,2025-10-28
32817,60452,Material Fault,23.0,2025-10-01
32818,14575,Alignment Issue,26.0,2025-07-27
32819,5882,Alignment Issue,2.0,2024-06-13
32820,41439,Color Mismatch,3.0,2025-02-04
32821,47091,Alignment Issue,18.0,2024-07-10
32822,78225,Alignment Issue,30.0,2025-10-09
32823,15513,Color Mismatch,23.0,2024-07-16
32824,54082,Alignment Issue,28.0,2024-06-24
32825,59731,Color Mismatch,43.0,2024-09-21
32826,17955,Alignment Issue,27.0,2024-05-21
32827,94326,Alignment Issue,8.0,2024-07-04
32828,38102,Material Fault,42.0,2025-08-16
32829,94333,Crack,15.0,2024-03-21
32830,73748,Alignment Issue,21.0,2025-07-25
32831,70557,Alignment Issue,36.0,2024-09-25
32832,36425,Alignment Issue,45.0,2024-12-05
32833,38520,Material Fault,25.0,2025-05-06
32834,4587,Crack,31.0,2025-12-22
32835,62538,Alignment Issue,28.0,2025-12-09
32836,18699,Color Mismatch,21.0,2024-06-04
32837,27690,Material Fault,1.0,2024-10-07
32838,89974,Alignment Issue,36.0,2024-04-19
32839,39158,Crack,25.0,2024-03-14
32840,42156,Material Fault,21.0,2024-06-03
32841,85602,Color Mismatch,45.0,2024-03-15
32842,88201,Color Mismatch,44.0,2025-02-17
32843,28568,Alignment Issue,32.0,2026-01-25
32844,95730,Color Mismatch,10.0,2025-10-08
32845,91322,Material Fault,35.0,2024-12-12
32846,80894,Color Mismatch,8.0,2024-12-08
32847,25195,Color Mismatch,28.0,2024-09-14
32848,52968,Crack,18.0,2025-03-01
32849,93084,Crack,48.0,2025-08-24
32850,36164,Color Mismatch,36.0,2024-03-03
32851,28985,Color Mismatch,42.0,2024-10-26
32852,98476,Crack,37.0,2024-05-03
32853,82142,Material Fault,36.0,2025-08-03
32854,7218,Material Fault,38.0,2024-11-01
32855,37541,Alignment Issue,33.0,2025-09-29
32856,18975,Alignment Issue,,2024-09-12
32857,58487,Crack,1.0,2024-12-08
32858,91820,Material Fault,38.0,2026-01-24
32859,3174,Color Mismatch,4.0,2024-09-08
32860,12283,Material Fault,40.0,2024-03-08
32861,6674,Alignment Issue,4.0,2024-12-31
32862,98866,Color Mismatch,37.0,2025-08-06
32863,9371,Crack,9.0,2025-03-27
32864,20018,Crack,46.0,2024-06-20
32865,71656,Color Mismatch,5.0,2025-06-16
32866,7406,Material Fault,42.0,2025-07-20
32867,3737,Color Mismatch,40.0,2024-08-01
32868,27958,Color Mismatch,18.0,2025-06-25
32869,56735,Material Fault,5.0,2025-07-31
32870,89959,Color Mismatch,11.0,2024-08-10
32871,31910,Crack,22.0,2026-01-14
32872,32084,Alignment Issue,20.0,2025-05-19
32873,45588,Material Fault,31.0,2026-02-19
32874,47125,Color Mismatch,23.0,2025-10-29
32875,82462,Crack,15.0,2024-10-20
32876,82503,Crack,14.0,2025-04-22
32877,73371,Crack,41.0,2025-10-13
32878,48723,Crack,27.0,2025-06-05
32879,50539,Color Mismatch,17.0,2025-06-06
32880,36608,Crack,21.0,2024-12-23
32881,78849,Color Mismatch,7.0,2025-05-22
32882,90695,Material Fault,35.0,2024-07-19
32883,82509,Alignment Issue,23.0,2024-03-25
32884,60573,Material Fault,23.0,2025-07-10
32885,77381,Crack,14.0,2024-10-19
32886,53563,Alignment Issue,8.0,2024-07-15
32887,50642,Material Fault,23.0,2025-02-06
32888,16133,Crack,32.0,2024-03-14
32889,67624,Color Mismatch,1.0,2025-03-06
32890,9930,Crack,37.0,2026-02-15
32891,87155,Alignment Issue,26.0,2026-01-09
32892,35088,Color Mismatch,41.0,2025-01-18
32893,59613,Crack,33.0,2025-04-09
32894,88478,Material Fault,17.0,2026-01-04
32895,63037,Crack,25.0,2025-10-23
32896,41987,Color Mismatch,35.0,2026-02-13
32897,37527,Color Mismatch,29.0,2024-04-12
32898,45313,Color Mismatch,49.0,2024-03-30
32899,2975,Material Fault,11.0,2024-06-18
32900,71621,Crack,43.0,2025-03-01
32901,52891,Color Mismatch,7.0,2025-10-05
32902,29339,Material Fault,19.0,2024-08-29
32903,92111,Alignment Issue,24.0,2024-07-26
32904,67374,Material Fault,10.0,2025-08-19
32905,67443,Crack,42.0,2024-09-23
32906,43132,Color Mismatch,31.0,2026-01-10
32907,86031,Crack,28.0,2025-01-19
32908,6215,Material Fault,29.0,2026-02-01
32909,84468,Color Mismatch,20.0,2025-10-07
32910,92827,Crack,44.0,2024-09-12
32911,75288,Color Mismatch,29.0,2025-04-17
32912,75973,Material Fault,44.0,2025-04-02
32913,1385,Color Mismatch,36.0,2025-05-11
32914,72694,Alignment Issue,22.0,2025-07-05
32915,58730,Alignment Issue,40.0,2024-03-31
32916,21864,Crack,42.0,2026-02-13
32917,48607,Color Mismatch,28.0,2024-03-18
32918,20223,Crack,47.0,2025-05-27
32919,86723,Crack,40.0,2024-05-02
32920,70085,Alignment Issue,48.0,2025-05-16
32921,89231,Material Fault,20.0,2025-06-07
32922,37926,Material Fault,10.0,2026-02-07
32923,62747,Color Mismatch,8.0,2025-05-03
32924,80965,Alignment Issue,39.0,2025-05-23
32925,44434,Color Mismatch,20.0,2024-04-12
32926,39268,Alignment Issue,45.0,2025-10-29
32927,89554,Alignment Issue,24.0,2024-08-21
32928,38522,Material Fault,16.0,2026-01-03
32929,78397,Crack,24.0,2024-06-03
32930,69363,Crack,23.0,2025-08-24
32931,67356,Alignment Issue,24.0,2025-03-08
32932,22158,Alignment Issue,20.0,2026-02-14
32933,47147,Material Fault,40.0,2025-06-29
32934,52681,Color Mismatch,31.0,2026-02-07
32935,55283,Crack,,2025-11-29
32936,5166,Material Fault,17.0,2025-06-15
32937,12795,Crack,22.0,2025-10-02
32938,23362,Material Fault,48.0,2024-04-14
32939,74784,Alignment Issue,25.0,2024-11-12
32940,92376,Crack,11.0,2025-09-01
32941,60187,Material Fault,40.0,2025-05-11
32942,50923,Crack,47.0,2024-08-05
32943,23528,Crack,12.0,2025-12-10
32944,89539,Crack,,2025-11-20
32945,21947,Alignment Issue,23.0,2025-09-08
32946,62378,Alignment Issue,34.0,2024-03-16
32947,21054,Material Fault,49.0,2024-07-17
32948,78975,Color Mismatch,36.0,2025-11-08
32949,81655,Material Fault,42.0,2024-05-05
32950,57457,Material Fault,26.0,2025-10-03
32951,386,Crack,43.0,2024-07-06
32952,55885,Material Fault,43.0,2024-04-05
32953,65240,Color Mismatch,34.0,2024-04-03
32954,64648,Alignment Issue,34.0,2025-08-17
32955,16807,Color Mismatch,44.0,2024-06-27
32956,23722,Crack,7.0,2024-05-18
32957,15167,Material Fault,20.0,2024-07-09
32958,73561,Material Fault,29.0,2024-07-12
32959,70196,Alignment Issue,35.0,2024-10-06
32960,623,Crack,4.0,2024-03-31
32961,82729,Material Fault,2.0,2026-01-13
32962,40486,Color Mismatch,24.0,2024-10-13
32963,21686,Color Mismatch,18.0,2025-10-17
32964,4672,Alignment Issue,46.0,2024-07-09
32965,12168,Material Fault,21.0,2024-03-29
32966,58598,Material Fault,47.0,2025-04-04
32967,60399,Color Mismatch,22.0,2025-07-02
32968,58874,Material Fault,41.0,2025-11-06
32969,13906,Color Mismatch,32.0,2025-10-12
32970,24976,Crack,37.0,2026-01-05
32971,68987,Material Fault,31.0,2024-08-09
32972,29820,Material Fault,32.0,2025-08-11
32973,53976,Crack,23.0,2024-09-13
32974,49561,Material Fault,39.0,2024-07-16
32975,83147,Color Mismatch,8.0,2025-05-20
32976,38225,Alignment Issue,46.0,2025-04-04
32977,75272,Material Fault,36.0,2025-05-24
32978,88850,Material Fault,44.0,2024-06-02
32979,22975,Color Mismatch,16.0,2025-07-22
32980,47776,Material Fault,1.0,2025-03-31
32981,14327,Material Fault,23.0,2025-02-12
32982,55134,Crack,16.0,2024-05-29
32983,77888,Crack,45.0,2025-04-15
32984,52150,Crack,8.0,2024-09-29
32985,26086,Alignment Issue,37.0,2024-11-03
32986,61488,Crack,8.0,2026-01-04
32987,73536,Color Mismatch,27.0,2025-03-30
32988,76892,Color Mismatch,2.0,2025-02-07
32989,30416,Color Mismatch,6.0,2024-06-22
32990,90003,Crack,7.0,2025-09-16
32991,67019,Crack,33.0,2025-03-30
32992,77104,Material Fault,5.0,2025-12-27
32993,19449,Alignment Issue,21.0,2025-04-12
32994,79369,Crack,33.0,2024-07-06
32995,46804,Alignment Issue,31.0,2025-04-18
32996,53819,Crack,15.0,2024-04-30
32997,78980,Color Mismatch,20.0,2024-04-15
32998,5385,Alignment Issue,36.0,2025-07-10
32999,56215,Crack,45.0,2024-11-15
33000,73712,Crack,46.0,2025-07-25
33001,53815,Alignment Issue,7.0,2024-08-16
33002,72745,Crack,16.0,2024-04-30
33003,79621,Crack,10.0,2025-11-25
33004,85487,Crack,21.0,2026-02-17
33005,63241,Alignment Issue,4.0,2025-08-23
33006,87059,Color Mismatch,42.0,2025-10-28
33007,6931,Alignment Issue,46.0,2025-07-24
33008,49862,Color Mismatch,26.0,2026-02-14
33009,47624,Color Mismatch,48.0,2024-10-11
33010,49833,Color Mismatch,40.0,2025-12-17
33011,34197,Crack,8.0,2025-02-04
33012,81766,Alignment Issue,40.0,2024-09-15
33013,85628,Color Mismatch,18.0,2024-03-02
33014,22646,Alignment Issue,44.0,2025-06-01
33015,89888,Alignment Issue,7.0,2025-02-14
33016,26356,Alignment Issue,8.0,2024-08-10
33017,42148,Material Fault,48.0,2025-12-13
33018,53794,Crack,12.0,2024-10-17
33019,16902,Alignment Issue,44.0,2024-11-10
33020,36875,Color Mismatch,19.0,2024-12-11
33021,8371,Color Mismatch,37.0,2024-12-12
33022,13831,Material Fault,48.0,2025-06-14
33023,95029,Color Mismatch,12.0,2024-03-28
33024,597,Alignment Issue,32.0,2025-02-11
33025,11185,Material Fault,22.0,2025-11-30
33026,57073,Crack,20.0,2025-02-27
33027,48823,Crack,49.0,2026-02-10
33028,43511,Color Mismatch,18.0,2025-08-27
33029,91232,Crack,32.0,2024-06-27
33030,57002,Material Fault,12.0,2025-04-03
33031,91845,Crack,39.0,2025-06-30
33032,61055,Color Mismatch,28.0,2025-11-09
33033,32300,Material Fault,45.0,2025-03-09
33034,71072,Color Mismatch,43.0,2025-09-14
33035,74997,Material Fault,13.0,2024-06-29
33036,88094,Color Mismatch,45.0,2024-09-23
33037,31470,Color Mismatch,6.0,2025-07-29
33038,36852,Alignment Issue,24.0,2024-03-09
33039,94312,Crack,31.0,2025-06-17
33040,97025,Material Fault,5.0,2024-04-25
33041,21535,Crack,29.0,2024-09-19
33042,52841,Crack,11.0,2025-05-20
33043,31984,Crack,38.0,2024-04-21
33044,3674,Alignment Issue,23.0,2025-08-20
33045,47795,Material Fault,46.0,2024-02-23
33046,24071,Color Mismatch,20.0,2024-06-27
33047,10983,Crack,9.0,2025-11-18
33048,3766,Color Mismatch,31.0,2025-07-07
33049,64171,Alignment Issue,21.0,2024-03-11
33050,94658,Alignment Issue,1.0,2025-10-08
33051,27882,Crack,43.0,2025-02-08
33052,70453,Color Mismatch,38.0,2025-01-01
33053,72132,Alignment Issue,18.0,2024-07-18
33054,80868,Alignment Issue,41.0,2025-08-10
33055,9605,Material Fault,24.0,2025-10-10
33056,59265,Crack,41.0,2024-12-17
33057,7905,Material Fault,40.0,2024-10-23
33058,9560,Crack,30.0,2024-05-06
33059,81422,Crack,25.0,2024-03-23
33060,50391,Crack,30.0,2024-12-05
33061,1677,Color Mismatch,15.0,2024-09-22
33062,78485,Alignment Issue,15.0,2026-02-08
33063,38754,Material Fault,43.0,2025-12-20
33064,20009,Color Mismatch,,2024-04-18
33065,24228,Crack,5.0,2025-12-23
33066,59855,Alignment Issue,7.0,2024-05-10
33067,72675,Crack,32.0,2025-01-14
33068,55340,Color Mismatch,36.0,2024-07-06
33069,90167,Color Mismatch,1.0,2024-07-25
33070,77294,Crack,11.0,2025-03-21
33071,99934,Material Fault,6.0,2026-01-17
33072,92775,Crack,21.0,2024-10-12
33073,56191,Material Fault,9.0,2026-01-09
33074,41599,Alignment Issue,46.0,2025-08-24
33075,34241,Alignment Issue,46.0,2024-06-10
33076,89986,Crack,44.0,2025-05-27
33077,88825,Alignment Issue,41.0,2025-11-05
33078,12963,Alignment Issue,46.0,2025-04-19
33079,90908,Crack,12.0,2025-03-02
33080,56024,Material Fault,21.0,2025-02-01
33081,8462,Alignment Issue,21.0,2025-08-19
33082,48554,Material Fault,23.0,2025-09-30
33083,26780,Material Fault,47.0,2024-03-17
33084,14735,Color Mismatch,44.0,2025-06-25
33085,77467,Alignment Issue,22.0,2024-09-29
33086,16493,Alignment Issue,19.0,2026-02-09
33087,56904,Material Fault,14.0,2026-01-12
33088,79714,Crack,5.0,2025-10-05
33089,54459,Crack,11.0,2024-09-11
33090,69306,Material Fault,46.0,2026-02-12
33091,68898,Color Mismatch,5.0,2024-10-12
33092,11317,Material Fault,3.0,2025-10-14
33093,13842,Crack,31.0,2025-09-21
33094,21736,Material Fault,37.0,2024-03-29
33095,35236,Alignment Issue,9.0,2025-01-22
33096,27707,Material Fault,21.0,2024-08-20
33097,69234,Material Fault,5.0,2024-09-02
33098,58352,Color Mismatch,36.0,2024-05-02
33099,44738,Crack,28.0,2024-12-13
33100,67789,Color Mismatch,22.0,2025-01-28
33101,69521,Crack,15.0,2024-04-24
33102,30729,Material Fault,35.0,2025-07-15
33103,55018,Crack,11.0,2025-03-30
33104,52558,Material Fault,20.0,2025-06-17
33105,32185,Crack,29.0,2025-06-30
33106,33842,Color Mismatch,40.0,2024-06-29
33107,64027,Crack,16.0,2025-01-10
33108,36356,Crack,24.0,2025-02-08
33109,86430,Material Fault,7.0,2025-02-14
33110,43144,Material Fault,39.0,2025-11-19
33111,51268,Crack,26.0,2024-03-10
33112,44562,Alignment Issue,24.0,2024-06-15
33113,8452,Alignment Issue,20.0,2024-09-21
33114,39481,Crack,20.0,2025-12-09
33115,83034,Material Fault,27.0,2024-05-03
33116,4133,Crack,7.0,2024-06-20
33117,34232,Crack,4.0,2025-04-16
33118,98819,Crack,8.0,2024-12-03
33119,95711,Material Fault,11.0,2024-09-22
33120,11467,Color Mismatch,25.0,2025-04-05
33121,21871,Color Mismatch,3.0,2025-01-20
33122,28491,Material Fault,36.0,2024-12-09
33123,33983,Alignment Issue,,2025-06-18
33124,21514,Color Mismatch,41.0,2024-12-01
33125,68258,Color Mismatch,42.0,2025-08-24
33126,3988,Alignment Issue,40.0,2025-04-12
33127,12414,Material Fault,47.0,2025-09-22
33128,9795,Crack,46.0,2025-11-21
33129,17124,Material Fault,25.0,2025-01-26
33130,88587,Alignment Issue,41.0,2025-01-22
33131,58188,Material Fault,28.0,2024-11-14
33132,85234,Material Fault,9.0,2025-10-25
33133,31979,Material Fault,23.0,2026-02-15
33134,19931,Color Mismatch,11.0,2024-09-11
33135,18034,Color Mismatch,15.0,2025-10-26
33136,49843,Crack,27.0,2025-06-25
33137,19657,Crack,37.0,2024-08-17
33138,8035,Material Fault,43.0,2024-09-05
33139,9898,Material Fault,32.0,2024-08-19
33140,99971,Crack,28.0,2025-02-12
33141,4201,Crack,24.0,2025-03-23
33142,57281,Color Mismatch,30.0,2025-01-11
33143,52659,Color Mismatch,13.0,2024-02-29
33144,75971,Crack,31.0,2024-11-20
33145,47194,Color Mismatch,39.0,2025-08-18
33146,93997,Alignment Issue,30.0,2024-05-28
33147,3577,Alignment Issue,4.0,2025-10-25
33148,741,Color Mismatch,3.0,2024-06-07
33149,31683,Material Fault,28.0,2024-06-01
33150,54801,Color Mismatch,3.0,2024-09-19
33151,2010,Color Mismatch,10.0,2025-05-15
33152,72661,Material Fault,2.0,2025-09-20
33153,22271,Material Fault,48.0,2024-03-17
33154,84565,Crack,40.0,2024-03-12
33155,2435,Color Mismatch,,2024-11-09
33156,19203,Material Fault,2.0,2025-12-01
33157,8025,Color Mismatch,13.0,2025-01-16
33158,17102,Alignment Issue,48.0,2024-06-04
33159,95504,Color Mismatch,31.0,2025-04-23
33160,40658,Crack,16.0,2025-03-17
33161,6920,Alignment Issue,45.0,2026-01-08
33162,3931,Color Mismatch,19.0,2025-12-06
33163,19268,Alignment Issue,35.0,2025-10-05
33164,66959,Crack,9.0,2024-02-25
33165,36772,Alignment Issue,25.0,2026-01-06
33166,71486,Color Mismatch,46.0,2025-11-26
33167,93604,Color Mismatch,32.0,2025-04-05
33168,87150,Crack,42.0,2024-04-22
33169,89895,Alignment Issue,41.0,2025-02-28
33170,71267,Color Mismatch,36.0,2024-09-26
33171,9017,Alignment Issue,11.0,2025-10-31
33172,97167,Crack,27.0,2025-07-20
33173,54574,Color Mismatch,41.0,2024-12-14
33174,34959,Color Mismatch,3.0,2025-01-16
33175,37993,Alignment Issue,6.0,2024-12-24
33176,27116,Crack,19.0,2025-08-06
33177,29359,Crack,14.0,2025-10-01
33178,39414,Crack,3.0,2025-08-21
33179,6420,Color Mismatch,36.0,2025-09-01
33180,71639,Material Fault,6.0,2024-09-03
33181,51135,Alignment Issue,11.0,2025-04-30
33182,89686,Crack,49.0,2024-07-12
33183,36418,Material Fault,13.0,2024-10-10
33184,78852,Color Mismatch,4.0,2024-11-14
33185,37838,Crack,22.0,2024-04-20
33186,16356,Alignment Issue,10.0,2025-06-12
33187,81616,Alignment Issue,35.0,2024-11-30
33188,41179,Material Fault,22.0,2025-07-02
33189,68881,Alignment Issue,47.0,2024-09-20
33190,35293,Material Fault,35.0,2025-09-29
33191,30463,Alignment Issue,37.0,2025-10-27
33192,60395,Alignment Issue,2.0,2024-09-08
33193,64324,Material Fault,14.0,2024-12-06
33194,736,Crack,10.0,2024-02-27
33195,17243,Color Mismatch,42.0,2024-08-01
33196,88562,Material Fault,24.0,2025-03-16
33197,12087,Color Mismatch,34.0,2026-01-12
33198,69480,Alignment Issue,44.0,2025-06-24
33199,91836,Crack,35.0,2024-07-21
33200,70802,Alignment Issue,8.0,2025-02-09
33201,91119,Color Mismatch,14.0,2024-11-10
33202,1840,Crack,3.0,2024-03-26
33203,69657,Crack,41.0,2024-12-21
33204,77640,Color Mismatch,11.0,2025-10-14
33205,98004,Crack,10.0,2024-09-25
33206,53258,Crack,20.0,2025-04-07
33207,83390,Crack,14.0,2024-12-11
33208,55575,Alignment Issue,32.0,2024-03-12
33209,62972,Crack,8.0,2024-09-24
33210,9295,Material Fault,8.0,2024-09-05
33211,54286,Crack,14.0,2025-06-09
33212,5966,Alignment Issue,12.0,2024-11-29
33213,71876,Material Fault,1.0,2025-10-21
33214,64957,Crack,23.0,2025-09-06
33215,70412,Alignment Issue,40.0,2024-05-05
33216,12039,Crack,8.0,2024-03-24
33217,18609,Material Fault,13.0,2025-05-19
33218,24897,Alignment Issue,1.0,2024-06-21
33219,83311,Alignment Issue,38.0,2025-06-28
33220,40864,Material Fault,20.0,2025-05-23
33221,17337,Crack,26.0,2024-04-22
33222,55903,Crack,4.0,2025-02-21
33223,40384,Color Mismatch,35.0,2025-01-29
33224,83601,Material Fault,41.0,2025-02-22
33225,41549,Color Mismatch,46.0,2026-01-27
33226,85511,Material Fault,7.0,2025-11-02
33227,90231,Color Mismatch,49.0,2024-08-15
33228,68271,Alignment Issue,24.0,2025-01-30
33229,80149,Alignment Issue,41.0,2024-09-05
33230,12101,Material Fault,21.0,2025-12-22
33231,56228,Material Fault,33.0,2024-03-28
33232,51791,Alignment Issue,22.0,2024-09-10
33233,3282,Alignment Issue,20.0,2025-02-14
33234,4887,Color Mismatch,35.0,2025-01-01
33235,33435,Material Fault,25.0,2025-11-23
33236,51308,Material Fault,14.0,2025-08-03
33237,54181,Crack,10.0,2024-11-21
33238,5803,Color Mismatch,2.0,2024-12-09
33239,97204,Crack,23.0,2024-03-10
33240,66026,Color Mismatch,48.0,2024-05-31
33241,79327,Alignment Issue,8.0,2024-06-04
33242,50312,Color Mismatch,15.0,2024-12-30
33243,58087,Material Fault,14.0,2025-08-23
33244,67416,Material Fault,18.0,2025-05-06
33245,92729,Color Mismatch,17.0,2024-09-27
33246,26628,Crack,6.0,2026-01-31
33247,24035,Material Fault,30.0,2025-06-27
33248,43015,Material Fault,3.0,2024-12-09
33249,92540,Alignment Issue,19.0,2024-10-09
33250,41328,Crack,7.0,2024-10-18
33251,63054,Crack,2.0,2024-08-07
33252,85527,Material Fault,1.0,2025-07-03
33253,27497,Material Fault,27.0,2024-09-26
